customer_id,customer_id_1,first_name,last_name,full_name,gender,age,credit_score,monthly_income,income_band,country,state,city,region,zip_code,channel,signup_date,last_txn_date,total_spend,txn_count,avg_session_mins,order_return_rate,recency_days,frequency,monetary,tenure_months,avg_order_value,freq_monthly,cltv,churn_risk,engagement_score,high_engagement,high_return_rate,cltv_decile,R_score,F_score,M_score,RFM_score,rfm_segment,cluster,segment,crm_action
1013,1013,Jean,Richardson,Jean Richardson,Female,46,659.0,4287,Mid,Japan,Kanagawa,Sagamihara,Japan,saga,Offline,2019-01-16 06:42:00,2023-10-24 15:14:00,308,3,14.666666666666666,0.0,68,3,308,60.333333333333336,102.67,0.0497,122.46,0,33.7,0,0,3,5,5,3,553,Promising,3,Promising,Cross-sell — travel rewards / premium product
1014,1014,Karen,Austin,Karen Austin,Male,18,629.0,4800,Mid,Australia,New South Wales,Wollongong,Australia,woll,Social,2019-01-16 18:37:00,2023-07-21 00:00:00,1120,4,29.75,0.25,164,4,1120,60.333333333333336,280.0,0.0663,445.54,0,46.8,1,0,6,5,5,4,554,Champions,3,Promising,Cross-sell — travel rewards / premium product
1015,1015,Jacob,Taylor,Jacob Taylor,Female,22,735.0,4469,Mid,China,Shandong,Yantai,China,yant,Offline,2019-01-18 13:25:00,2023-12-10 14:08:00,1270,2,29.5,1.0,21,2,1270,60.266666666666666,635.0,0.0332,505.97,0,42.2,1,1,7,5,3,4,534,Promising,1,At-Risk,Win-back campaign within 7 days
1016,1016,Anna,Orozco,Anna Orozco,Female,58,632.0,7347,High,China,Shandong,Qingdao,China,qing,Other,2019-01-19 04:33:00,2019-01-19 04:33:00,540,1,33.0,0.0,1807,1,540,60.233333333333334,540.0,0.0166,215.14,1,37.1,1,0,5,1,1,4,114,Lost,0,Lost,Suppress — flag for quarterly review
1017,1017,Michael,Camacho,Michael Camacho,Female,55,722.0,6449,High,China,Guangdong,Dongguan,China,dong,Social,2019-01-20 02:15:00,2019-01-20 02:15:00,1600,1,33.0,0.0,1806,1,1600,60.2,1600.0,0.0166,637.44,1,40.1,1,0,7,1,1,4,114,Lost,0,Lost,Suppress — flag for quarterly review
1018,1018,Daniel,Gordon,Daniel Gordon,Female,69,767.0,6956,High,India,Maharashtra,Pune,India,pune,Other,2019-01-21 16:19:00,2019-01-21 16:19:00,72,1,20.0,0.0,1805,1,72,60.166666666666664,72.0,0.0166,28.68,1,32.9,0,0,0,1,1,1,111,Lost,0,Lost,Suppress — flag for quarterly review
1019,1019,Jeffrey,Burns,Jeffrey Burns,Male,22,759.0,3895,Mid,Italy,Lombardy,Brescia,Italy,bres,Other,2019-01-22 21:04:00,2023-08-13 00:23:00,980,2,6.0,0.0,140,2,980,60.13333333333333,490.0,0.0333,391.61,0,27.3,0,0,6,5,3,4,534,Promising,1,At-Risk,Win-back campaign within 7 days
1020,1020,Sarah,Roman,Sarah Roman,Male,36,709.0,4801,Mid,USA,Texas,San Antonio,USA,san ,Social,2019-01-23 17:08:00,2019-01-23 17:08:00,100,1,11.0,0.0,1803,1,100,60.1,100.0,0.0166,39.84,1,25.0,0,0,1,1,1,1,111,Lost,0,Lost,Suppress — flag for quarterly review
1021,1021,Molly,Villa,Molly Villa,Male,48,741.0,7507,High,Italy,Lazio,Frosinone,Italy,fros,Social,2019-01-23 18:37:00,2023-10-01 21:36:00,1725,2,14.5,0.0,91,2,1725,60.1,862.5,0.0333,689.31,0,32.4,0,0,7,5,3,4,534,Promising,1,At-Risk,Win-back campaign within 7 days
1022,1022,Carlos,Dawson,Carlos Dawson,Male,26,692.0,6094,High,UK,Scotland,Edinburgh,UK,edin,Social,2019-01-24 00:09:00,2023-11-27 20:01:00,300,2,17.5,0.0,34,2,300,60.06666666666667,150.0,0.0333,119.88,0,32.7,0,0,3,5,3,3,533,Promising,1,At-Risk,Win-back campaign within 7 days
1023,1023,Gregory,Reyes,Gregory Reyes,Male,64,625.0,7056,High,USA,Texas,Dallas,USA,dall,Social,2019-01-27 15:00:00,2023-02-17 09:19:00,190,2,20.0,0.0,317,2,190,59.96666666666667,95.0,0.0334,76.15,0,32.2,0,0,2,4,3,2,432,Promising,1,At-Risk,Win-back campaign within 7 days
1024,1024,Andrea,Faulkner,Andrea Faulkner,Male,22,681.0,5478,Mid,China,Guangdong,Shenzhen,China,shen,Other,2019-01-29 01:19:00,2019-01-29 01:19:00,500,1,35.0,0.0,1797,1,500,59.9,500.0,0.0167,200.4,1,40.0,1,0,5,1,1,4,114,Lost,0,Lost,Suppress — flag for quarterly review
1025,1025,Jessica,Stewart,Jessica Stewart,Female,69,640.0,3757,Mid,Japan,Kanagawa,Kawasaki,Japan,kawa,Social,2019-01-30 13:56:00,2023-03-11 02:59:00,165,3,29.0,0.0,295,3,165,59.86666666666667,55.0,0.0501,66.13,0,42.7,1,0,2,4,5,2,452,Promising,3,Promising,Cross-sell — travel rewards / premium product
1026,1026,Shaun,Jennings,Shaun Jennings,Male,32,693.0,4361,Mid,China,Guangdong,Shenzhen,China,shen,Search,2019-02-02 01:10:00,2019-02-02 01:10:00,300,1,6.0,0.0,1793,1,300,59.766666666666666,300.0,0.0167,120.24,1,21.1,0,0,3,1,1,3,113,Lost,0,Lost,Suppress — flag for quarterly review
1027,1027,Tonya,Phillips,Tonya Phillips,Male,71,714.0,5622,Mid,China,Guangdong,Shenzhen,China,shen,Social,2019-02-03 04:33:00,2023-11-13 03:27:00,1990,3,20.666666666666668,0.6666666666666666,48,3,1990,59.733333333333334,663.33,0.0502,799.18,0,39.6,1,1,7,5,5,4,554,Champions,3,Promising,Cross-sell — travel rewards / premium product
1028,1028,Tina,Atkins,Tina Atkins,Female,31,686.0,7190,High,UK,England,Birmingham,UK,birm,Search,2019-02-04 12:06:00,2019-02-04 12:06:00,4800,1,14.0,0.0,1791,1,4800,59.7,4800.0,0.0168,1935.36,1,26.2,0,0,8,1,1,5,115,Lost,0,Lost,Suppress — flag for quarterly review
1029,1029,Sean,Murphy,Sean Murphy,Female,22,778.0,4562,Mid,USA,California,San Diego,USA,san ,Social,2019-02-05 05:58:00,2019-02-05 05:58:00,180,1,21.0,0.0,1790,1,180,59.666666666666664,180.0,0.0168,72.58,1,33.9,0,0,2,1,1,2,112,Lost,0,Lost,Suppress — flag for quarterly review
1030,1030,Desiree,Figueroa,Desiree Figueroa,Female,39,695.0,7413,High,UK,Scotland,Edinburgh,UK,edin,Other,2019-02-06 00:51:00,2022-03-01 02:27:00,395,2,13.0,0.0,670,2,395,59.63333333333333,197.5,0.0335,158.79,0,29.8,0,0,4,3,3,3,333,Promising,1,At-Risk,Win-back campaign within 7 days
1031,1031,Traci,Oneill,Traci Oneill,Male,20,759.0,5850,Mid,China,Shandong,Yantai,China,yant,Offline,2019-02-06 13:56:00,2023-01-25 10:30:00,325,2,17.5,0.0,340,2,325,59.63333333333333,162.5,0.0335,130.65,0,35.0,1,0,3,4,3,3,433,Promising,1,At-Risk,Win-back campaign within 7 days
1032,1032,Steven,Johnson,Steven Johnson,Female,66,737.0,7470,High,Canada,Ontario,Mississauga,Canada,miss,Search,2019-02-06 18:24:00,2023-12-08 14:52:00,6190,3,20.333333333333332,0.0,23,3,6190,59.63333333333333,2063.33,0.0503,2490.85,0,40.1,1,0,8,5,5,5,555,Champions,2,Champions,Referral program + premium card upsell
1033,1033,Deborah,Contreras,Deborah Contreras,Male,48,656.0,7164,High,Canada,Ontario,Toronto,Canada,toro,Offline,2019-02-07 10:52:00,2019-02-07 10:52:00,140,1,24.0,0.0,1788,1,140,59.6,140.0,0.0168,56.45,1,31.9,0,0,1,1,1,2,112,Lost,0,Lost,Suppress — flag for quarterly review
1034,1034,Jonathan,Smith,Jonathan Smith,Male,64,718.0,3086,Mid,Spain,Andalusia,Granada,Spain,gran,Social,2019-02-07 15:09:00,2019-02-07 15:09:00,270,1,23.0,0.0,1788,1,270,59.6,270.0,0.0168,108.86,1,33.3,0,0,3,1,1,3,113,Lost,0,Lost,Suppress — flag for quarterly review
1035,1035,Jason,Powell,Jason Powell,Female,40,727.0,6789,High,Spain,Catalonia,Barcelona,Spain,barc,Search,2019-02-08 01:40:00,2023-11-09 16:57:00,4435,3,20.666666666666668,0.0,52,3,4435,59.56666666666667,1478.33,0.0504,1788.19,0,40.0,1,0,8,5,5,5,555,Champions,3,Promising,Cross-sell — travel rewards / premium product
1036,1036,Grant,Forbes,Grant Forbes,Female,30,628.0,4062,Mid,India,Maharashtra,Pune,India,pune,Social,2019-02-10 03:51:00,2019-02-10 03:51:00,100,1,15.0,0.0,1785,1,100,59.5,100.0,0.0168,40.32,1,24.9,0,0,1,1,1,1,111,Lost,0,Lost,Suppress — flag for quarterly review
1037,1037,James,Austin,James Austin,Male,69,728.0,7626,High,Japan,Tokyo,Yokohama,Japan,yoko,Social,2019-02-10 17:01:00,2023-10-18 10:36:00,2540,2,17.5,0.5,74,2,2540,59.5,1270.0,0.0336,1024.13,0,33.9,0,1,7,5,3,5,535,Promising,1,At-Risk,Win-back campaign within 7 days
1038,1038,Joseph,Frye,Joseph Frye,Female,60,742.0,4969,Mid,Canada,Quebec,Laval,Canada,lava,Social,2019-02-10 20:52:00,2023-08-23 01:43:00,175,2,12.5,0.5,130,2,175,59.5,87.5,0.0336,70.56,0,31.1,0,1,2,5,3,2,532,Promising,1,At-Risk,Win-back campaign within 7 days
1039,1039,John,Anderson,John Anderson,Male,70,645.0,5642,Mid,Spain,Andalusia,Seville,Spain,sevi,Offline,2019-02-11 04:44:00,2022-05-28 08:36:00,180,2,23.0,0.0,582,2,180,59.46666666666667,90.0,0.0336,72.58,0,34.8,1,0,2,3,3,2,332,Promising,1,At-Risk,Win-back campaign within 7 days
1040,1040,Cynthia,Thomas,Cynthia Thomas,Male,35,619.0,6399,High,UK,Scotland,Edinburgh,UK,edin,Social,2019-02-13 11:45:00,2023-05-08 17:47:00,3100,2,27.5,0.0,237,2,3100,59.4,1550.0,0.0337,1253.64,0,37.0,1,0,8,5,3,5,535,Promising,1,At-Risk,Win-back campaign within 7 days
1041,1041,Mary,Morris,Mary Morris,Female,52,638.0,7623,High,India,Maharashtra,Mumbai,India,mumb,Search,2019-02-16 14:20:00,2022-01-02 17:48:00,102,2,26.5,0.0,728,2,102,59.3,51.0,0.0337,41.25,0,36.9,1,0,1,3,3,2,332,Promising,1,At-Risk,Win-back campaign within 7 days
1042,1042,Jessica,Gross,Jessica Gross,Female,46,673.0,4085,Mid,Spain,Catalonia,Tarragona,Spain,tarr,Social,2019-02-16 14:23:00,2019-02-16 14:23:00,360,1,12.0,0.0,1779,1,360,59.3,360.0,0.0169,146.02,1,24.4,0,0,4,1,1,3,113,Lost,0,Lost,Suppress — flag for quarterly review
1043,1043,James,Best,James Best,Male,27,722.0,3368,Mid,China,Shandong,Yantai,China,yant,Offline,2019-02-16 20:36:00,2019-02-16 20:36:00,2400,1,8.0,1.0,1779,1,2400,59.3,2400.0,0.0169,973.44,1,23.4,0,1,7,1,1,5,115,Lost,0,Lost,Suppress — flag for quarterly review
1044,1044,Kyle,Hill,Kyle Hill,Male,65,653.0,3611,Mid,India,Uttar Pradesh,Kanpur,India,kanp,Other,2019-02-19 01:52:00,2019-02-19 01:52:00,40,1,11.0,1.0,1776,1,40,59.2,40.0,0.0169,16.22,1,23.1,0,1,0,1,1,1,111,Lost,0,Lost,Suppress — flag for quarterly review
1045,1045,Tami,Alexander,Tami Alexander,Female,60,718.0,6745,High,India,Maharashtra,Nagpur,India,nagp,Other,2019-02-19 17:04:00,2022-06-20 22:37:00,255,2,20.0,0.0,559,2,255,59.2,127.5,0.0338,103.43,0,35.3,1,0,3,3,3,3,333,Promising,1,At-Risk,Win-back campaign within 7 days
1046,1046,Justin,Jackson,Justin Jackson,Female,23,705.0,3112,Mid,Spain,Andalusia,Granada,Spain,gran,Social,2019-02-22 01:19:00,2019-02-22 01:19:00,9000,1,10.0,0.0,1773,1,9000,59.1,9000.0,0.0169,3650.4,1,24.2,0,0,9,1,1,5,115,Lost,2,Champions,Referral program + premium card upsell
1047,1047,Monica,Oneill,Monica Oneill,Female,46,648.0,3612,Mid,China,Shandong,Qingdao,China,qing,Search,2019-02-22 08:56:00,2023-06-26 15:35:00,70,2,25.0,0.5,188,2,70,59.1,35.0,0.0338,28.39,0,36.3,1,1,0,5,3,1,531,Promising,1,At-Risk,Win-back campaign within 7 days
1048,1048,Jonathan,Mills,Jonathan Mills,Male,40,701.0,7364,High,Japan,Kanagawa,Yokohama,Japan,yoko,Social,2019-02-22 14:07:00,2019-02-22 14:07:00,280,1,31.0,0.0,1773,1,280,59.1,280.0,0.0169,113.57,1,38.0,1,0,3,1,1,3,113,Lost,0,Lost,Suppress — flag for quarterly review
1049,1049,Michael,White,Michael White,Female,38,703.0,3210,Mid,Spain,Andalusia,Seville,Spain,sevi,Search,2019-02-24 07:43:00,2019-02-24 07:43:00,800,1,39.0,0.0,1771,1,800,59.03333333333333,800.0,0.0169,324.48,1,43.4,1,0,6,1,1,4,114,Lost,0,Lost,Suppress — flag for quarterly review
1050,1050,Cynthia,Roberts,Cynthia Roberts,Female,63,624.0,7870,High,Australia,New South Wales,Newcastle,Australia,newc,Other,2019-02-24 13:11:00,2023-10-14 14:18:00,360,2,19.0,0.0,78,2,360,59.03333333333333,180.0,0.0339,146.45,0,31.5,0,0,4,5,3,3,533,Promising,1,At-Risk,Win-back campaign within 7 days
1051,1051,Roy,Dominguez,Roy Dominguez,Male,49,773.0,7570,High,India,Uttar Pradesh,Kanpur,India,kanp,Social,2019-02-25 10:59:00,2023-09-14 15:53:00,2550,2,15.0,0.5,108,2,2550,59.0,1275.0,0.0339,1037.34,0,33.8,0,1,7,5,3,5,535,Promising,1,At-Risk,Win-back campaign within 7 days
1052,1052,Anthony,Petty,Anthony Petty,Male,38,772.0,3838,Mid,Canada,Quebec,Montreal,Canada,mont,Social,2019-02-26 01:15:00,2019-02-26 01:15:00,100,1,20.0,1.0,1769,1,100,58.96666666666667,100.0,0.017,40.8,1,33.1,0,1,1,1,1,1,111,Lost,0,Lost,Suppress — flag for quarterly review
1053,1053,Paul,Johnson,Paul Johnson,Female,42,758.0,5898,Mid,USA,California,San Diego,USA,san ,Social,2019-02-26 02:21:00,2019-02-26 02:21:00,75,1,40.0,0.0,1769,1,75,58.96666666666667,75.0,0.017,30.6,1,45.9,1,0,0,1,1,1,111,Lost,0,Lost,Suppress — flag for quarterly review
1054,1054,Logan,Green,Logan Green,Male,25,739.0,3085,Mid,Australia,New South Wales,Newcastle,Australia,newc,Other,2019-02-26 21:12:00,2023-10-10 13:14:00,555,4,22.75,0.25,82,4,555,58.96666666666667,138.75,0.0678,225.77,0,45.8,1,0,5,5,5,4,554,Champions,3,Promising,Cross-sell — travel rewards / premium product
1055,1055,Melissa,Gutierrez,Melissa Gutierrez,Male,50,775.0,4163,Mid,Australia,New South Wales,Wollongong,Australia,woll,Social,2019-02-28 01:40:00,2019-02-28 01:40:00,2400,1,30.0,0.0,1767,1,2400,58.9,2400.0,0.017,979.2,1,39.8,1,0,7,1,1,5,115,Lost,0,Lost,Suppress — flag for quarterly review
1056,1056,Danielle,Hamilton,Danielle Hamilton,Male,58,602.0,4709,Mid,UK,Scotland,Edinburgh,UK,edin,Social,2019-03-02 20:55:00,2019-03-02 20:55:00,100,1,32.0,0.0,1765,1,100,58.833333333333336,100.0,0.017,40.8,1,35.4,1,0,1,1,1,1,111,Lost,0,Lost,Suppress — flag for quarterly review
1057,1057,Victoria,Mccullough,Victoria Mccullough,Female,65,764.0,5070,Mid,Canada,Ontario,Ottawa,Canada,otta,Search,2019-03-03 12:59:00,2019-03-03 12:59:00,90,1,17.0,0.0,1764,1,90,58.8,90.0,0.017,36.72,1,30.8,0,0,1,1,1,1,111,Lost,0,Lost,Suppress — flag for quarterly review
1058,1058,Melissa,Perry,Melissa Perry,Male,54,604.0,6666,High,Italy,Lazio,Latina,Italy,lati,Offline,2019-03-03 15:24:00,2019-03-03 15:24:00,75,1,14.0,0.0,1764,1,75,58.8,75.0,0.017,30.6,1,23.5,0,0,0,1,1,1,111,Lost,0,Lost,Suppress — flag for quarterly review
1059,1059,Madison,Wong,Madison Wong,Male,33,760.0,6188,High,China,Shandong,Jinan,China,jina,Social,2019-03-05 13:56:00,2023-05-06 10:49:00,548,3,18.666666666666668,0.0,239,3,548,58.733333333333334,182.67,0.0511,224.03,0,39.8,1,0,5,4,5,4,454,Champions,3,Promising,Cross-sell — travel rewards / premium product
1060,1060,Laura,Bowman,Laura Bowman,Female,27,747.0,3489,Mid,Italy,Lombardy,Milan,Italy,mila,Social,2019-03-05 23:56:00,2023-03-24 08:38:00,3070,2,23.5,0.0,282,2,3070,58.733333333333334,1535.0,0.0341,1256.24,0,38.6,1,0,8,4,3,5,435,Promising,1,At-Risk,Win-back campaign within 7 days
1061,1061,Harold,Perez,Harold Perez,Male,67,633.0,7045,High,Canada,Quebec,Montreal,Canada,mont,Search,2019-03-06 06:33:00,2022-01-25 20:01:00,7200,2,26.0,0.0,705,2,7200,58.7,3600.0,0.0341,2946.24,0,36.4,1,0,9,3,3,5,335,Promising,2,Champions,Referral program + premium card upsell
1062,1062,Karen,Torres,Karen Torres,Female,68,698.0,3498,Mid,Spain,Andalusia,Seville,Spain,sevi,Social,2019-03-06 09:01:00,2019-03-06 09:01:00,40,1,12.0,0.0,1761,1,40,58.7,40.0,0.017,16.32,1,25.3,0,0,0,1,1,1,111,Lost,0,Lost,Suppress — flag for quarterly review
1063,1063,James,Coleman,James Coleman,Male,34,624.0,5988,Mid,Australia,Victoria,Ballarat,Australia,ball,Social,2019-03-08 23:31:00,2019-03-08 23:31:00,140,1,31.0,0.0,1759,1,140,58.63333333333333,140.0,0.0171,57.46,1,35.5,1,0,1,1,1,2,112,Lost,0,Lost,Suppress — flag for quarterly review
1064,1064,Kim,Dawson,Kim Dawson,Female,49,607.0,7068,High,Australia,Victoria,Geelong,Australia,geel,Offline,2019-03-10 01:00:00,2022-01-03 07:44:00,580,2,29.5,0.0,727,2,580,58.56666666666667,290.0,0.0341,237.34,0,37.9,1,0,5,3,3,4,334,Promising,1,At-Risk,Win-back campaign within 7 days
1065,1065,Amy,Lucas,Amy Lucas,Female,48,630.0,3042,Mid,Japan,Kanagawa,Yokohama,Japan,yoko,Search,2019-03-10 23:22:00,2019-03-10 23:22:00,140,1,21.0,0.0,1757,1,140,58.56666666666667,140.0,0.0171,57.46,1,29.0,0,0,1,1,1,2,112,Lost,0,Lost,Suppress — flag for quarterly review
1066,1066,Samantha,Brooks,Samantha Brooks,Female,47,630.0,6615,High,Japan,Tokyo,Yokohama,Japan,yoko,Search,2019-03-12 17:11:00,2019-03-12 17:11:00,400,1,30.0,0.0,1755,1,400,58.5,400.0,0.0171,164.16,1,35.0,1,0,4,1,1,3,113,Lost,0,Lost,Suppress — flag for quarterly review
1067,1067,David,Holmes,David Holmes,Female,25,623.0,6209,High,Japan,Tokyo,Tokyo,Japan,toky,Search,2019-03-13 03:20:00,2019-03-13 03:20:00,140,1,20.0,0.0,1754,1,140,58.46666666666667,140.0,0.0171,57.46,1,28.1,0,0,1,1,1,2,112,Lost,0,Lost,Suppress — flag for quarterly review
1068,1068,Julie,Baldwin,Julie Baldwin,Female,34,699.0,3843,Mid,China,Guangdong,Dongguan,China,dong,Offline,2019-03-13 12:40:00,2023-08-21 15:51:00,2416,2,24.0,0.0,132,2,2416,58.46666666666667,1208.0,0.0342,991.53,0,37.3,1,0,7,5,3,5,535,Promising,1,At-Risk,Win-back campaign within 7 days
1069,1069,Seth,Shelton,Seth Shelton,Male,62,754.0,5940,Mid,India,Maharashtra,Mumbai,India,mumb,Social,2019-03-14 14:43:00,2019-03-14 14:43:00,108,1,19.0,0.0,1753,1,108,58.43333333333333,108.0,0.0171,44.32,1,31.8,0,0,1,1,1,2,112,Lost,0,Lost,Suppress — flag for quarterly review
1070,1070,Tyler,Villarreal,Tyler Villarreal,Female,22,755.0,6060,High,India,Maharashtra,Nagpur,India,nagp,Offline,2019-03-15 13:39:00,2019-03-15 13:39:00,210,1,25.0,1.0,1752,1,210,58.4,210.0,0.0171,86.18,1,35.8,1,1,2,1,1,2,112,Lost,0,Lost,Suppress — flag for quarterly review
1071,1071,Julie,Morgan,Julie Morgan,Female,66,715.0,7348,High,Japan,Tokyo,Tokyo,Japan,toky,Social,2019-03-18 05:54:00,2022-09-19 20:34:00,1725,3,27.666666666666668,0.0,468,3,1725,58.3,575.0,0.0515,710.7,0,44.3,1,0,7,4,5,4,454,Champions,3,Promising,Cross-sell — travel rewards / premium product
1072,1072,Wayne,Reid,Wayne Reid,Female,61,607.0,6496,High,India,Maharashtra,Pune,India,pune,Other,2019-03-20 01:19:00,2023-03-05 22:05:00,1890,3,16.0,0.0,301,3,1890,58.233333333333334,630.0,0.0515,778.68,0,32.9,0,0,7,4,5,4,454,Champions,3,Promising,Cross-sell — travel rewards / premium product
1073,1073,Kathryn,Brown,Kathryn Brown,Male,23,651.0,5262,Mid,Italy,Lombardy,Bergamo,Italy,berg,Social,2019-03-20 20:23:00,2022-11-10 19:35:00,2518,2,17.5,0.0,416,2,2518,58.233333333333334,1259.0,0.0343,1036.41,0,31.4,0,0,7,4,3,5,435,Promising,1,At-Risk,Win-back campaign within 7 days
1074,1074,Crystal,Jones,Crystal Jones,Male,65,760.0,4541,Mid,India,Maharashtra,Nagpur,India,nagp,Social,2019-03-20 21:52:00,2019-03-20 21:52:00,70,1,17.0,0.0,1747,1,70,58.233333333333334,70.0,0.0172,28.9,1,30.7,0,0,0,1,1,1,111,Lost,0,Lost,Suppress — flag for quarterly review
1076,1076,Tanya,Bell,Tanya Bell,Female,28,747.0,6895,High,UK,Scotland,Edinburgh,UK,edin,Social,2019-03-21 12:24:00,2019-03-21 12:24:00,35,1,33.0,0.0,1746,1,35,58.2,35.0,0.0172,14.45,1,40.9,1,0,0,1,1,1,111,Lost,0,Lost,Suppress — flag for quarterly review
1077,1077,Kelly,Clark,Kelly Clark,Male,51,624.0,3630,Mid,India,Uttar Pradesh,Kanpur,India,kanp,Social,2019-03-21 12:32:00,2022-02-23 19:35:00,80,2,19.0,1.0,676,2,80,58.2,40.0,0.0344,33.02,0,31.5,0,1,1,3,3,1,331,Promising,1,At-Risk,Win-back campaign within 7 days
1078,1078,Tanya,Barnes,Tanya Barnes,Female,55,688.0,6813,High,Australia,New South Wales,Wollongong,Australia,woll,Other,2019-03-21 13:27:00,2023-02-23 08:49:00,228,2,19.5,0.5,311,2,228,58.2,114.0,0.0344,94.12,0,33.9,0,1,3,4,3,2,432,Promising,1,At-Risk,Win-back campaign within 7 days
1079,1079,Michael,Graham,Michael Graham,Female,69,719.0,5643,Mid,Spain,Catalonia,Tarragona,Spain,tarr,Social,2019-03-22 02:05:00,2022-04-08 21:29:00,9800,3,16.0,0.0,632,3,9800,58.166666666666664,3266.67,0.0516,4045.44,0,36.6,1,0,9,3,5,5,355,Promising,2,Champions,Referral program + premium card upsell
1080,1080,Julia,Hunter,Julia Hunter,Female,42,672.0,7359,High,Canada,Ontario,Mississauga,Canada,miss,Social,2019-03-22 05:26:00,2019-03-22 05:26:00,25,1,22.0,0.0,1745,1,25,58.166666666666664,25.0,0.0172,10.32,1,31.1,0,0,0,1,1,1,111,Lost,0,Lost,Suppress — flag for quarterly review
